# x1,x2,x3,x4,y
-4.746492565845424672e+00,4.626484146779251461e+00,3.359801205122058931e+00,1.959742060936980224e+00,3.448722227440675425e+01
-9.104705558573016333e-01,-3.267056799291542468e+00,-3.435629573289139316e+00,-2.497571018354046934e+00,9.563778666015467778e-01
4.922666470612044876e-01,2.145959227000623137e+00,1.601973767177312880e+00,-2.200661030540571605e+00,1.401434054187546296e+00
4.548652806631940493e+00,2.378969166957684678e+00,5.435405251140066341e-01,1.117207462343522195e+00,1.523307211369808201e+01
-8.039993757221006732e-01,-2.522690104988425386e+00,-1.440273213487384130e+00,2.578461104643690938e+00,-3.476476196769419769e+00
-4.856065113702441316e+00,-3.839273594930837419e+00,-4.539973579782472513e+00,-4.592711976810298857e+00,2.693356033018839568e+01
3.554605840110072634e+00,2.036578593800236980e+00,-2.582617091267476184e-01,-4.021658393489984995e+00,5.635460763226070036e+00
-8.384124883167665132e-02,-2.652822921943434054e-01,-3.267981300899847952e+00,-6.614835076202698616e-01,-1.155339148519626846e+01
-1.014952656026265387e+00,1.158500980522164880e+00,1.350936508676437775e+00,-4.546959902279555266e+00,2.104196153333207775e+01
-1.253873853735287813e+00,1.258599157142363367e+00,3.136258580087680770e-02,3.564898411883222096e+00,6.147496025503194517e+00
1.586936316189450302e+00,-3.370655729185703109e+00,-4.294312525995701790e+00,1.424192782063156137e+00,-1.937338185066153073e-01
-4.734886894583781647e+00,8.577558127346325278e-01,4.402302414249575691e+00,7.547417787587900051e-01,9.089094313945009773e+00
-1.118300737934780908e+00,1.432882184423531768e+00,-4.174710950848332658e-01,4.561678931593498021e-01,-1.394642279900212722e+00
4.414648087765250750e+00,-1.138973621992257712e+00,4.611905638239141680e+00,4.053506419560637397e+00,2.432050886566968373e+01
-3.042088652107035607e+00,-4.306386991248345453e+00,-3.992219986225733486e+00,-4.817781743484502499e+00,2.398386920664902178e+01
-4.055570392440715821e+00,1.830067734163568716e+00,-4.288113515397710351e+00,-1.810243697062387191e+00,-8.373170789672643721e+00
3.448753109694544960e+00,-4.767280642641741117e+00,3.144684825889358493e+00,-2.181452252266000702e+00,-7.716586828638413387e+00
-3.818351723783437457e+00,1.967371653641506235e+00,1.289428467798839684e+00,3.774720135270529298e+00,1.584373477544315811e+01
2.350710438038857930e+00,3.034809303848485129e+00,-2.179654274286935145e+00,-3.225604562202772030e+00,-9.363972126647453820e+00
2.506147516408583797e+00,3.068347392672640339e+00,4.905051420006733665e+00,-8.738232308857352137e-01,-1.592317603477080823e+01
-1.279819142072168070e+00,2.764129607419968160e+00,-1.591964597469821552e+00,4.307573256035647447e+00,9.503269081454612799e-01
3.584127518430118897e+00,-7.100597262498169471e-01,2.508710677914973708e+00,2.545428740846823246e+00,1.880808735401896215e+01
